,molecule_atom_index_0_dist_min,molecule_atom_index_0_dist_max,molecule_atom_index_1_dist_min,molecule_atom_index_0_dist_mean,molecule_atom_index_0_dist_std,dist,molecule_atom_index_1_dist_std,molecule_atom_index_1_dist_max,molecule_atom_index_1_dist_mean,molecule_atom_index_0_dist_max_diff,molecule_atom_index_0_dist_max_div,molecule_atom_index_0_dist_std_diff,molecule_atom_index_0_dist_std_div,atom_0_couples_count,molecule_atom_index_0_dist_min_div,molecule_atom_index_1_dist_std_diff,molecule_atom_index_0_dist_mean_div,atom_1_couples_count,molecule_atom_index_0_dist_mean_diff,molecule_couples,atom_index_1,molecule_dist_mean,molecule_atom_index_1_dist_max_diff,molecule_atom_index_0_y_1_std,molecule_atom_index_1_dist_mean_diff,molecule_atom_index_1_dist_std_div,molecule_atom_index_1_dist_mean_div,molecule_atom_index_1_dist_min_diff,molecule_atom_index_1_dist_min_div,molecule_atom_index_1_dist_max_div,molecule_atom_index_0_z_1_std,y_0,molecule_type_dist_std_diff,molecule_atom_1_dist_min_diff,molecule_atom_index_0_x_1_std,molecule_dist_min,molecule_atom_index_0_dist_min_diff,molecule_atom_index_0_y_1_mean_diff,molecule_type_dist_min,molecule_atom_1_dist_min_div,atom_index_0,molecule_dist_max,molecule_atom_1_dist_std_diff,molecule_type_dist_max,molecule_atom_index_0_y_1_max_diff,molecule_type_0_dist_std_diff,molecule_type_dist_mean_diff,molecule_atom_1_dist_mean,molecule_atom_index_0_y_1_mean_div,molecule_type_dist_mean_div,type
0,1.0919530596119005,1.7831566853296161,1.0919463791331034,1.610344249345832,0.3455941268457973,1.0919530596119005,3.196182307356661e-06,1.0919530596119005,1.0919496496095984,0.6912036257177157,1.6329975630668425,-0.7463589327661031,0.3164917427573559,4,1.0,-1.0919498634295932,1.4747376136463017,4,0.5183911897339315,10,0,1.5066676462657302,0.0,0.18227804305277284,-3.410002302084436e-06,2.9270326954279895e-06,0.9999968771530314,-6.6804787970387025e-06,0.999993882082441,1.0,0.7279566742316416,-0.0060313176,-1.0919498634295932,-6.6804787970387025e-06,0.7279071587303041,1.0919463791331034,0.0,0.27294948649999995,1.0919463791331034,0.999993882082441,1,1.7831576598381313,-1.0919498634295932,1.0919530596119005,0.3779470039999999,-1.0919498634295932,-3.410002302084436e-06,1.0919496496095984,1.2513800343173855,0.9999968771530314,0
1,1.0919530596119005,1.7831566853296161,1.7831197560388008,1.610344249345832,0.3455941268457973,1.7831197560388008,,1.7831197560388008,1.7831197560388008,3.6929290815335136e-05,1.0000207104938916,-1.4375256291930034,0.1938143109431609,4,0.6123834677473785,,0.903104933862216,1,-0.17277550669296882,10,2,1.5066676462657302,0.0,0.18227804305277284,0.0,,1.0,0.0,1.0,1.0,0.7279566742316416,-0.0060313176,-1.7831059736449968,0.0,0.7279071587303041,1.0919463791331034,-0.6911666964269003,-0.10499751749999997,1.7831197560388008,1.0,1,1.7831576598381313,-1.7831059736449968,1.7831576598381313,0.0,-1.7831059736449968,2.6554664350753043e-05,1.7831463107031515,0.9282681918718094,1.000014892249531,3
2,1.0919530596119005,1.7831566853296161,1.783147496403011,1.610344249345832,0.3455941268457973,1.783147496403011,7.186633893699939e-06,1.7831576598381313,1.7831525781205713,9.188926605174785e-06,1.0000051532061278,-1.4375533695572136,0.1938112957805983,4,0.6123739409188543,-1.7831403097691172,0.9030908842898526,2,-0.17280324705717898,10,3,1.5066676462657302,1.016343512039164e-05,0.18227804305277284,5.081717560306842e-06,4.030308153530156e-06,1.0000028498582256,0.0,1.0,1.0000056997164513,0.7279566742316416,-0.0060313176,-1.783133714009207,-2.774036421016035e-05,0.7279071587303041,1.0919463791331034,-0.6911944367911105,-0.08877296950000013,1.7831197560388008,0.9999844430344287,1,1.7831576598381313,-1.783133714009207,1.7831576598381313,0.01622454799999984,-1.783133714009207,-1.1856998594073076e-06,1.7831463107031515,0.938672651237347,0.9999993350522816,3
3,1.0919530596119005,1.7831566853296161,1.7831478722297796,1.610344249345832,0.3455941268457973,1.7831566853296161,4.944411353582622e-06,1.7831566853296161,1.7831509839796553,0.0,1.0,-1.4375625584838188,0.193810297036188,4,0.6123707852459713,-1.7831517409182625,0.9030862305003557,3,-0.17281243598378415,10,4,1.5066676462657302,0.0,0.18227804305277284,-5.701349960807178e-06,2.772841777876995e-06,0.9999968026646184,-8.813099836579852e-06,0.9999950575852873,1.0,0.7279566742316416,-0.0060313176,-1.7831429029358121,-3.6929290815335136e-05,0.7279071587303041,1.0919463791331034,-0.6912036257177157,-0.07917899950000007,1.7831197560388008,0.9999792899350242,1,1.7831576598381313,-1.7831429029358121,1.7831576598381313,0.0258185179999999,-1.7831429029358121,-1.0374626464582093e-05,1.7831463107031515,0.9449355296088542,0.9999941818761358,3
4,1.0919516185813627,1.7831576598381313,1.0919463791331034,1.5527525575996879,0.39906531930448436,1.0919516185813627,3.196182307356661e-06,1.0919530596119005,1.0919496496095984,0.6912060412567687,1.6330006105533934,-0.6928862992768783,0.3654606234504606,3,1.0,-1.0919484223990554,1.4219975786262278,4,0.4608009390183252,10,0,1.5066676462657302,1.441030537785437e-06,0.20612684205268889,-1.968971764298999e-06,2.927036558184752e-06,0.9999981968324139,-5.239448259253265e-06,0.9999952017578708,1.0000013196835036,0.8915293428412089,1.4637511619999999,-1.0919484223990554,-5.239448259253265e-06,0.3001209746949648,1.0919463791331034,0.0,0.2379503140000001,1.0919463791331034,0.9999952017578708,2,1.7831576598381313,-1.0919484223990554,1.0919530596119005,0.3617224560000001,-1.0919484223990554,-1.968971764298999e-06,1.0919496496095984,1.2191466225716923,0.9999981968324139,0
5,1.0919516185813627,1.7831576598381313,1.783147496403011,1.5527525575996879,0.39906531930448436,1.7831576598381313,7.186633893699939e-06,1.7831576598381313,1.7831525781205713,0.0,1.0,-1.384092340533647,0.22379699131074596,3,0.6123696424468076,-1.7831504732042376,0.8707881487835692,2,-0.23040510223844346,10,3,1.5066676462657302,0.0,0.20612684205268889,-5.0817175600847975e-06,4.0302851820474e-06,0.9999971501580177,-1.016343512039164e-05,0.9999943003160352,1.0,0.8915293428412089,1.4637511619999999,-1.7831438774443273,-3.790379933055199e-05,0.3001209746949648,1.0919463791331034,-0.6912060412567687,-0.12377214199999997,1.7831197560388008,0.9999787434391337,2,1.7831576598381313,-1.7831438774443273,1.7831576598381313,0.0,-1.7831438774443273,-1.1349134979798947e-05,1.7831463107031515,0.9144940474303431,0.9999936353721068,3
6,1.0919516185813627,1.7831576598381313,1.7831478722297796,1.5527525575996879,0.39906531930448436,1.78314839437957,4.944411353582622e-06,1.7831566853296161,1.7831509839796553,9.265458561280582e-06,1.0000051961230991,-1.3840830750750857,0.22379815418746202,3,0.612372824394852,-1.7831434499682164,0.8707926735059837,3,-0.23039583677988218,10,4,1.5066676462657302,8.290950046063728e-06,0.20612684205268889,2.5896000852565493e-06,2.7728546705183133e-06,1.000001452262803,-5.221497905161243e-07,0.9999997071753578,1.0000046496130508,0.8915293428412089,1.4637511619999999,-1.783134611985766,-2.863834076927141e-05,0.3001209746949648,1.0919463791331034,-0.6911967757982074,-0.11417817199999991,1.7831197560388008,0.9999839394517812,2,1.7831576598381313,-1.783134611985766,1.7831576598381313,0.009593970000000063,-1.783134611985766,-2.0836764185183654e-06,1.7831463107031515,0.9205956047549054,0.9999988314621345,3
7,1.0919463791331034,1.7831478722297796,1.0919463791331034,1.4375471256814416,0.4887532629349262,1.0919463791331034,3.196182307356661e-06,1.0919530596119005,1.0919496496095984,0.6912014930966761,1.6329994826718701,-0.6031931161981772,0.4475982266848557,2,1.0,-1.0919431829507962,1.3164997413359352,4,0.34560074654833817,10,0,1.5066676462657302,6.6804787970387025e-06,0.2489924402995522,3.2704764949542664e-06,2.9270506028822687e-06,1.0000029950889142,0.0,1.0,1.0000061179549882,0.635262114791533,1.447526614,-1.0919431829507962,0.0,0.3614132350296034,1.0919463791331034,0.0,0.17606424300000012,1.0919463791331034,1.0,3,1.7831576598381313,-1.0919431829507962,1.0919530596119005,0.352128486,-1.0919431829507962,3.2704764949542664e-06,1.0919496496095984,1.1621510119507206,1.0000029950889142,0
8,1.0919463791331034,1.7831478722297796,1.7831478722297796,1.4375471256814416,0.4887532629349262,1.7831478722297796,4.944411353582622e-06,1.7831566853296161,1.7831509839796553,0.0,1.0,-1.2943946092948533,0.27409575534739755,2,0.6123700653988124,-1.7831429278184259,0.8061850326994063,3,-0.34560074654833794,10,4,1.5066676462657302,8.813099836579852e-06,0.2489924402995522,3.1117498757726736e-06,2.7728554824787276e-06,1.0000017450879561,0.0,1.0,1.0000049424391402,0.635262114791533,1.447526614,-1.7831340898359755,-2.8116190978755284e-05,0.3614132350296034,1.0919463791331034,-0.6912014930966761,-0.1760642429999999,1.7831197560388008,0.9999842322718061,3,1.7831576598381313,-1.7831340898359755,1.7831576598381313,0.0,-1.7831340898359755,-1.561526628002241e-06,1.7831463107031515,0.8775573781326576,0.9999991242865203,3
9,1.0919475411120265,1.0919475411120265,1.0919463791331034,1.0919475411120265,,1.0919475411120265,3.196182307356661e-06,1.0919530596119005,1.0919496496095984,0.0,1.0,,,1,1.0,-1.0919443449297193,1.0,4,0.0,10,0,1.5066676462657302,5.518499873957694e-06,,2.108497571873258e-06,2.927047488107081e-06,1.0000019309513437,-1.1619789230810085e-06,0.9999989358656168,1.0000050538140948,,1.437932644,-1.0919443449297193,-1.1619789230810085e-06,,1.0919463791331034,0.0,0.0,1.0919463791331034,0.9999989358656168,4,1.7831576598381313,-1.0919443449297193,1.0919530596119005,0.0,-1.0919443449297193,2.108497571873258e-06,1.0919496496095984,1.0,1.0000019309513437,0
